,id,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
8388,1107818928,72118272,USD,0,0,0,0,0,1.0.2,4+,Games,38,5,1,1
8389,1107822876,128232448,USD,0,225,2,4.5,5,1.1.4,4+,Games,38,5,14,1
8395,1107880005,57921536,USD,0.99,145,145,4.5,4.5,1,12+,Games,38,5,1,1
8398,1107931279,22635520,USD,2.99,776,128,4.5,4,2.3,17+,Productivity,37,5,7,1
8402,1108048349,182045696,USD,0.99,43,13,4.5,4.5,1.0.2,4+,Games,38,4,1,1
8404,1108097491,20215808,USD,1.99,292,292,4,4,1,4+,Entertainment,38,5,1,1
8405,1108185975,890523648,USD,6.99,45,45,4,4,1.0.0,9+,Games,37,5,4,1
8406,1108206682,118787072,USD,0,18,14,3.5,3.5,4,4+,Games,38,5,1,1
8407,1108219180,40938496,USD,0,68,3,3,2.5,1.2.5,4+,Games,38,2,1,1
8414,1108340786,157871104,USD,0,43,33,3.5,3.5,1.4,4+,Games,37,5,23,1
8419,1108373391,0.99,0,0,0,0,1.0.2,9+,Games,40,5,1,1,,
8420,1108384425,31446016,USD,0,200,2,4.5,5,2.3,4+,Games,38,5,1,1
8421,1108402751,75713536,USD,0,0,0,0,0,1.4,9+,Games,38,5,5,1
8422,1108417718,118693888,USD,0,5003,3214,4,4,1.0.2,4+,Games,40,5,12,1
8424,1108465034,85974016,USD,0,5,5,3.5,3.5,1.0.1,4+,Games,38,5,1,1
8425,1108475553,3896109056,USD,9.99,206,64,4.5,4.5,1.0.2,17+,Games,37,4,10,1
8426,1108482394,307137536,USD,2.99,64,12,5,5,1.0.2,9+,Book,37,5,3,1
8427,1108507977,1536766976,USD,6.99,153,153,4.5,4.5,1.0.0,9+,Games,37,4,5,1
8428,1108549870,34397184,USD,4.99,92,3,4.5,5,1.1.0,12+,Games,38,5,1,1
8429,1108580508,30601216,USD,0,1360,108,3.5,3.5,1.0.3,4+,Games,40,2,1,1
8430,1108583427,9736192,USD,1.99,45,3,4,2.5,1.0.5,9+,Entertainment,37,4,1,1
8431,1108623942,602065920,USD,6.99,72,39,4.5,4.5,1.0.2,9+,Games,37,5,5,1
8432,1108697438,35466240,USD,0,336,0,4.5,0,1.0.6,17+,Entertainment,37,5,1,1
8434,1108733742,22431744,USD,14.99,6,3,3.5,4.5,1.12,4+,Productivity,16,5,16,1
8435,1108774944,0,0,0,0,0,1.1.6,4+,Games,37,3,31,1,,
8436,1108780504,146959360,USD,0,1765,24,4.5,4.5,1.24.130666,12+,Games,37,5,10,1
8438,1108787635,11824128,USD,0,9,2,3.5,3,1.2,4+,Entertainment,40,4,31,1
8447,1108939718,255946752,USD,0,0,0,0,0,1.2.3,12+,Games,40,5,1,1
8448,1108964305,157614080,USD,0,6116,291,4.5,5,11,9+,Games,38,5,1,1
8449,1109008912,222895104,USD,0,2285,192,4,4.5,2.7,9+,Games,37,5,1,1
8450,1109024890,503228416,USD,3.99,95,23,3.5,4,1.06,9+,Games,37,5,1,1
8451,1109043621,16805888,USD,4.99,166,21,1.5,3,1.2.0,4+,Lifestyle,37,0,9,1
8461,1109425556,48802816,USD,0,1131,299,4.5,4.5,1.0.19,12+,Education,37,5,1,1
8464,1109444394,33304576,USD,0,155,60,4.5,4,1.2,4+,Games,38,5,1,1
8465,1109489005,276637696,USD,3.99,104,74,4,4.5,1.1,4+,Education,37,4,1,1
8467,1109545844,1642020864,USD,6.99,69,69,3.5,3.5,1.0.0,9+,Games,24,5,4,1
8468,1109668092,145041408,USD,0,0,0,0,0,1.0.3,4+,Games,38,5,1,1
8469,1109674878,89223168,USD,0.99,10,2,2,5,1.07,4+,Games,40,4,1,1
8472,1109751921,70149120,USD,0,1015,600,4.5,4.5,1.1.2,4+,Games,40,5,1,1
8473,1109781792,53690368,USD,0,32,32,4,4,1.1,4+,Games,38,5,13,1
8474,1109788041,91620352,USD,0,1744,570,4.5,4.5,1.1,4+,Games,40,5,11,1
8476,1109830748,76777472,USD,0.99,151,151,4,4,1.0.1,12+,Games,37,4,1,1
8478,1110057737,29972480,USD,0,134,0,3,0,1.2,12+,Lifestyle,37,0,1,1
8480,1110261314,37760000,USD,0,329,82,4,4,2.4,17+,Entertainment,38,4,5,1
8482,1110273623,10542080,USD,0,13443,1229,4.5,4.5,2.3,4+,Music,37,5,1,1
8484,1110286206,699091968,USD,0,1815,67,4,4,1.3.1,9+,Games,37,5,0,1
8486,1110368735,24167424,USD,0,10,1,3.5,5,1.2,4+,Games,40,5,1,1
8487,1110376793,20856832,USD,0.99,308,192,4.5,4.5,1.1.0,4+,Games,43,5,12,1
8489,1110429957,49263616,USD,6.99,29,0,4.5,0,3.6.1,12+,Food & Drink,37,5,2,1
8490,1110447884,997129216,USD,6.99,39,39,4,4,1,9+,Games,37,5,5,1
8491,1110480334,54802432,USD,0,1495,467,4,4,1.2,4+,Games,38,5,1,1
8492,1110512888,115707904,USD,0.99,318,23,4,3.5,1.1,12+,Reference,38,3,1,1
8494,1110631870,0.99,0,0,0,0,1.1.2,4+,Games,37,5,2,1,,
8496,1110639444,53415936,USD,1.99,147,73,3.5,4,2.1,4+,Photo & Video,37,0,21,1
8501,1110657008,0,0,0,0,0,3.1.0,12+,Games,40,5,0,1,,
8506,1110700363,173696000,USD,0,33,16,4.5,5,1.1.0,12+,Games,37,5,1,1
8520,1111311076,18822144,USD,2.99,19,0,5,0,10,12+,Games,37,1,1,1
8522,1111420122,17641472,USD,3.99,12,0,3.5,0,1.2,4+,Medical,37,0,4,1
8523,1111428249,25418752,USD,0,1,1,3,3,1.0.3,17+,Entertainment,37,0,1,1
8527,1111486949,59741184,USD,1.99,857,102,4,3.5,2.1,9+,Utilities,37,0,1,1
8528,1111487818,87851008,USD,0,2,2,5,5,3.91,17+,Games,40,4,1,1
8531,1111504185,159013888,USD,4.99,11,9,4.5,4.5,1.02,4+,Education,37,0,1,1
8532,1111504254,115209216,USD,2.99,0,0,0,0,1.0.7,17+,Food & Drink,40,5,16,1
8538,1111617387,27025408,USD,1.99,346,11,4,2.5,1.1,4+,Reference,38,4,1,1
8540,1111665247,72118272,USD,0,5833,1862,4.5,4.5,1.2,4+,Games,38,5,1,1
8546,1111873503,60990464,USD,0.99,78,25,3,3,1.1.2,9+,Entertainment,37,0,1,1
8547,1111876388,78128128,USD,0,3213,2,2.5,1.5,3.5.0,17+,Lifestyle,38,0,1,1
8548,1111957680,24840192,USD,1.99,200,200,4,4,1,4+,Entertainment,38,4,1,1
8550,1112040900,0,0,0,0,0,1.0.1,4+,Games,37,0,2,1,,
8553,1112052555,48430080,USD,0,0,0,0,0,1.0.1,17+,Education,37,0,2,1
8557,1112068171,346255360,USD,2.99,141,21,4,4,1.2,4+,Entertainment,37,5,1,1
8560,1112071865,0,0,0,0,0,2.5.0,17+,Social Networking,38,0,1,1,,
8561,1112071930,191382528,USD,0,668,16,4,4.5,3.1.1,4+,Games,37,5,1,1
8563,1112081391,251595776,USD,0,135,18,4.5,4.5,1.1.0,4+,Games,38,5,12,1
8567,1112156258,21171200,USD,1.99,4,4,5,5,1,4+,Games,38,5,10,1
8568,1112162323,37062656,USD,0,49,1,5,5,1.0.7,4+,Education,37,5,10,1
8569,1112208725,11141120,USD,1.99,296,55,4,3.5,1,4+,Entertainment,38,4,1,1
8571,1112307917,64278528,USD,0,5114,5114,4.5,4.5,1,4+,Games,37,5,1,1
8572,1112350146,124721152,USD,0,954,307,4,4,1.6.0,12+,Entertainment,37,0,1,1
8574,1112382631,176272384,USD,0,82,69,4,4,1.3,4+,Games,40,5,8,1
8578,1112433234,10715136,USD,7.99,43,6,4,5,1.4.1,4+,Productivity,25,0,1,1
8579,1112477374,110398464,USD,0,32,32,4,4,1,4+,Games,38,5,11,1
8580,1112481571,234468352,USD,0,161,30,4,4,2.3.8,4+,Education,37,5,12,1
8581,1112500249,153306112,USD,0,30,4,5,5,3.2.1,9+,Games,38,5,1,1
8582,1112532917,315626496,USD,1.99,839,507,3.5,4,2.02,4+,Games,37,5,11,1
8585,1112540727,135481344,USD,2.99,9,8,2,2,1.02,4+,Games,40,5,1,1
8586,1112551222,132612096,USD,0.99,69,69,3,3,1,12+,Games,43,5,1,1
8587,1112581194,18440192,USD,1.99,80,80,3.5,3.5,1,4+,Utilities,38,4,1,1
8589,1112690545,218911744,USD,2.99,24,10,4.5,4,1.04,4+,Education,38,5,1,1
8590,1112701216,12445696,USD,1.99,159,159,4,4,1,4+,Entertainment,38,3,1,1
8594,1112826311,334434304,USD,0,0,0,0,0,1.4.7,12+,Games,40,5,1,1
8596,1112851561,27131904,USD,0.99,0,0,0,0,1.1.2,17+,Lifestyle,37,0,2,1
8599,1112858566,89057280,USD,0,6658,130,4,4.5,2.0.1,17+,Lifestyle,37,4,7,1
8600,1112861301,294865920,USD,2.99,21,6,4.5,4.5,1.2.1,4+,Book,40,5,6,1
8606,1112922482,333368320,USD,0,249,52,4.5,4,1.0.6,4+,Games,38,5,8,1
8614,1112989865,24287232,USD,0,5060,4189,3.5,3.5,1.2,12+,Social Networking,24,2,1,1
8619,1113205946,23527424,USD,0.99,0,0,0,0,2.0.1,4+,Navigation,37,0,1,1
8620,1113223808,271124480,USD,0,1132,51,4,4.5,1.3.2,4+,Games,37,5,22,1
8628,1113304677,0,0,0,0,0,1,4+,Games,40,4,2,1,,
8630,1113359219,264383488,USD,0,0,0,0,0,1.1.1,4+,Games,37,4,1,1
8631,1113413855,0,0,0,0,0,3.0.6,4+,Finance,38,0,1,1,,
8633,1113473319,2565120,USD,0,13,13,3.5,3.5,1.0.0,4+,Music,37,3,2,1
8639,1113603774,62189568,USD,2.99,75,75,4.5,4.5,1.0.0,4+,Games,24,5,1,1
8641,1113736426,424826880,USD,5.99,1794,60,4,3.5,1.1.6,4+,Games,38,5,5,1
8642,1113756219,89756672,USD,0,360,88,4,4,1.2,4+,Games,40,3,1,1
8644,1113883640,194632704,USD,0,22,22,2,2,1,17+,Entertainment,40,4,1,1
8645,1113891385,56744960,USD,0,0,0,0,0,1.1,4+,Games,40,4,2,1
8649,1113923256,4.99,0,0,0,0,1.0.1,4+,Games,38,5,1,1,,
8650,1113936701,0,0,0,0,0,3.4.6,4+,Finance,38,0,2,1,,
8653,1113943452,68797440,USD,0.99,6,3,3,3.5,1.1.8,4+,Games,38,5,1,1
8654,1113946899,48146432,USD,0,0,0,0,0,1.0.3,17+,Games,37,4,42,1
8657,1114046971,11767808,USD,1.99,14,12,2,2,1.1,4+,Games,38,5,1,1
8658,1114061571,5844992,USD,0,110,10,2.5,3.5,1.7,12+,Entertainment,37,0,1,1
8661,1114127463,128684032,USD,2.99,3017,120,4.5,4.5,1.06,12+,Games,37,5,11,1
8662,1114130722,29696000,USD,1.99,25,13,4.5,4.5,1.03,9+,Games,37,5,1,1
8664,1114170869,2779450368,USD,4.99,255,42,5,4.5,1.2,12+,Games,37,5,5,1
8665,1114234507,66413568,USD,1.99,888,106,4.5,4.5,1.2,4+,Utilities,37,0,1,1
8666,1114245788,132928512,USD,0,343,35,4.5,4,1.7,4+,Entertainment,37,3,1,1
8667,1114261491,23707648,USD,0,12,0,3.5,0,2.1,4+,Games,40,5,1,1
8668,1114284578,7.99,0,0,0,0,1.1.2,9+,Games,37,0,2,1,,
8669,1114288419,170616832,USD,0,0,0,0,0,2.6,17+,Social Networking,37,0,2,1
8670,1114312105,27880448,USD,7.99,881,38,3.5,2.5,1.3.2,4+,Business,37,5,1,1
8672,1114434026,0,0,0,0,0,1,4+,Games,40,4,2,1,,
8686,1114483079,20184064,USD,0.99,7,0,3,0,2.7,4+,Entertainment,37,3,1,1
8688,1114493266,111983616,USD,4.99,11,5,2,2,1.2,17+,Games,40,5,1,1
8690,1114594263,63109120,USD,3.99,51,1,4,4,1.1.4,9+,Games,38,5,1,1
8691,1114606759,46360576,USD,1.99,30,7,3.5,4.5,1.1.4,12+,Games,40,5,1,1
8693,1114681193,61143040,USD,0,5768,1963,4.5,4.5,1.0.5,4+,Entertainment,38,4,1,1
8694,1114692553,55975936,USD,0,627,5,4.5,5,1.6.1,9+,Games,37,5,10,1
8698,1114710947,5553152,USD,0,352,325,4,4,1.0.2,4+,Photo & Video,38,5,1,1
8701,1114718412,306912256,USD,0,166,166,4.5,4.5,1,4+,Games,38,5,1,1
8704,1114748413,3393536,USD,1.99,0,0,0,0,1.1.1,4+,Education,37,4,2,1
8705,1114751883,32992256,USD,0,9397,1113,4,4,1.2.4,9+,Games,40,5,1,1
8708,1114811228,82401280,USD,0.99,9,6,3.5,3,1.0.5,4+,Games,40,5,1,1
8710,1114886979,300401664,USD,2.99,1730,493,4.5,4.5,1.0.3,4+,Education,38,5,18,1
8711,1114893521,118496256,USD,0,136,136,4,4,1.0.0,12+,Games,38,3,11,1
8712,1114916686,15981568,USD,0,0,0,0,0,3.3,17+,Games,40,2,1,1
8713,1114921009,2950687744,USD,7.99,2408,398,3,3,1.07,4+,Games,25,5,1,1
8714,1115010672,334576640,USD,1.99,30,0,4,0,1.6,4+,Games,37,5,12,1
8715,1115022026,25714688,USD,4.99,715,118,4.5,4.5,1.1.4,4+,Lifestyle,37,5,1,1
8719,1115078893,313449472,USD,0,0,0,0,0,1.0.1,4+,Games,38,5,1,1
8720,1115083152,0,0,0,0,0,1.2.0,4+,Games,40,0,1,1,,
8723,1115092415,0,1,1,5,5,1.6.0,9+,Games,38,5,1,1,,
8726,1115111967,69005312,USD,1.99,202,105,4,4,1.2,4+,Photo & Video,37,0,11,1
8728,1115128108,251451392,USD,0,185,63,3.5,4,1.2.0,4+,Games,37,5,24,1
8734,1115223015,427578368,USD,0,56,10,2.5,3,1.8,9+,Games,37,5,2,1
8736,1115245945,28306432,USD,0,1,1,5,5,1.1,4+,Games,37,4,15,1
8737,1115249449,38133760,USD,0,4702,15,3.5,4,2.29.0,4+,Games,37,0,3,1
8739,1115415865,208843776,USD,2.99,127,14,3,4,1.1.0,4+,Education,38,5,58,1
8745,1115633942,98282496,USD,2.99,73,51,5,5,1.01,4+,Games,37,5,1,1
8746,1115647211,20946944,USD,0.99,14,8,3,4,1.2,17+,Reference,37,4,1,1
8747,1115681877,32416768,USD,1.99,754,44,4.5,4,1.02,4+,Navigation,37,2,2,1
8748,1115733806,162750464,USD,0,5141,140,4.5,4.5,1.4,12+,Games,37,5,1,1
8749,1115848946,27295744,USD,1.99,413,406,4,4,1.1,4+,Reference,38,4,1,1
8752,1115911787,169353216,USD,0,2732,135,5,5,1.112,12+,Games,40,5,10,1
8755,1115978213,48801792,USD,0.99,0,0,0,0,2.2,4+,Travel,37,0,1,1
8756,1115981170,37828608,USD,0,1,1,1,1,1.1.0,9+,Games,38,5,16,1
8759,1116025351,98934784,USD,2.99,28,28,4,4,1,4+,Education,38,5,20,1
8760,1116026071,170365952,USD,3.99,31,9,4.5,4.5,1.2,4+,Education,40,5,20,1
8761,1116027365,405535744,USD,0,6754,70,4.5,4.5,1.7.5,12+,Games,37,0,1,1
8762,1116046099,281761792,USD,0,966,2,4.5,5,2.7.2,4+,Games,37,5,1,0
8763,1116069870,53552128,USD,0,0,0,0,0,3.3.3,17+,Lifestyle,38,0,2,1
8765,1116112829,97897472,USD,0,807,807,4.5,4.5,1,9+,Photo & Video,37,5,1,1
8768,1116164772,53370880,USD,0,4513,9,4,3.5,1.3.7,4+,Games,40,1,1,1
8769,1116214450,19122176,USD,1.99,268,268,4.5,4.5,1,4+,Utilities,38,4,1,1
8770,1116215882,272637952,USD,0,89,56,4,4.5,1.0.1,9+,Games,37,5,1,1
8771,1116249582,1452132352,USD,6.99,104,104,4.5,4.5,1.0.2,9+,Games,24,5,4,1
8772,1116253995,1805248512,USD,6.99,79,79,4.5,4.5,1.0.0,9+,Games,24,5,4,1
8773,1116271098,1143723008,USD,6.99,49,49,4.5,4.5,1.0.0,9+,Games,37,5,4,1
8774,1116296327,170819584,USD,0,1168,5,5,5,1.117,12+,Games,40,5,10,1
8775,1116320580,0.99,9,8,3,3,2.2,4+,Photo & Video,38,0,1,1,,
8776,1116329647,141317120,USD,0,691,125,4,4,1.3,9+,Games,37,5,1,1
8781,1116483214,0.99,0,0,0,0,1.2,4+,Games,43,5,2,1,,
8783,1116494563,34868224,USD,0,203,9,4,4.5,1.2,4+,Games,40,2,1,1
8784,1116536171,73590784,USD,0,2601,481,4,3.5,2,4+,Games,38,2,1,1
8785,1116541279,0,0,0,0,0,1.0.0,4+,Games,38,5,2,1,,
8786,1116544191,15758336,USD,0,0,0,0,0,1.0.0,4+,Games,38,5,2,1
8789,1116549013,13231104,USD,0,97,7,3,2.5,1.6,4+,Entertainment,37,2,1,1
8790,1116549578,0,1,1,5,5,1.0.5,4+,Games,37,4,4,1,,
8795,1116564897,104617984,USD,2.99,0,0,0,0,3.1,4+,Education,38,5,1,1
8796,1116568228,210149376,USD,0,10,1,2,5,1.11,4+,Games,37,5,1,1
8803,1116609570,267441152,USD,0,2332,322,4.5,4.5,1.5.0,4+,Games,38,5,11,1
8805,1116622769,0,0,0,0,0,1.01,4+,Games,40,5,0,1,,
8809,1116785618,265478144,USD,0,53,6,4.5,4.5,1.0.3,4+,Games,38,5,1,1
8810,1116808304,153664512,USD,4.99,947,809,4.5,4.5,1.0.1,4+,Games,38,5,10,1
8811,1116861891,9242624,USD,0,0,0,0,0,1.8,9+,Catalogs,38,0,1,1
8813,1116876789,32032768,USD,0,24760,1251,4.5,4.5,1.4,4+,Games,40,2,31,1
8814,1116880272,34893824,USD,0,0,0,0,0,1.2,17+,Social Networking,37,5,1,1
8815,1116882930,975872,USD,0.99,165,165,2,2,1,4+,Utilities,37,2,1,1
8819,1116899512,0,0,0,0,0,1.0.0,4+,Games,38,5,2,1,,
8820,1116902833,314591232,USD,2.99,127,127,4.5,4.5,2,9+,Games,40,5,1,1
8821,1116910957,1104092160,USD,6.99,80,80,4,4,1,12+,Games,37,5,1,1
8824,1116937558,0,0,0,0,0,1.0.0,4+,Games,38,4,2,1,,
8825,1116944520,28856320,USD,0,1,1,1,1,1,12+,Lifestyle,38,0,1,1
8827,1116980952,148648960,USD,0,823,74,4,4.5,1.3,4+,Games,37,5,9,0
8828,1117166919,291038208,USD,2.99,60,2,4,5,1.0.2,9+,Games,40,5,1,1
8840,1117310816,107376640,USD,0,683,8,4.5,5,1.1.2,4+,Games,38,5,16,1
8842,1117365978,490951680,USD,0,424,99,3.5,3.5,17.0.631,4+,Games,37,5,19,1
8844,1117405948,305483776,USD,2.99,2298,157,4.5,4.5,1.8.5,4+,Games,37,5,1,1
8845,1117482308,230901760,USD,2.99,11,1,3.5,5,1.2,4+,Games,37,5,6,1
8846,1117580704,53998592,USD,2.99,13,13,4.5,4.5,1.8,4+,Utilities,37,0,1,1
8847,1117621317,70959104,USD,0,361,361,4.5,4.5,1,4+,Games,38,5,1,1
8850,1117719909,154999808,USD,0,2471,20,4,3,1.9,4+,Lifestyle,37,3,1,1
8860,1117816598,319483904,USD,0,0,0,0,0,1.3.4,12+,Games,40,5,1,1
8862,1117818844,54135808,USD,0,0,0,0,0,1.0.6,4+,Entertainment,38,0,2,1
8863,1117825020,0,0,0,0,0,3.0.51,4+,Finance,38,0,2,1,,
8864,1117825025,0,0,0,0,0,3.0.60,4+,Finance,38,0,2,1,,
8865,1117844680,159752192,USD,0,639,306,4,4.5,1.0.2,4+,Games,38,5,1,1
8867,1117905680,154710016,USD,0,391,5,4,5,1.0.1.5,12+,Games,37,5,1,1
8868,1117981792,56349696,USD,0,0,0,0,0,3.7,17+,Entertainment,37,5,1,1
8869,1117998129,979960832,USD,24.99,73,19,4.5,5,2017.3.35,12+,Medical,25,5,7,1
8870,1118012993,30298112,USD,1.99,311,311,4,4,1,12+,Utilities,38,5,1,1
8871,1118046725,11083776,USD,1.99,536,536,3.5,3.5,1,4+,Entertainment,38,4,1,1
8872,1118072618,75792384,USD,29.99,47,23,4.5,4,1.0.1,4+,Music,37,5,1,1
8873,1118082679,190519296,USD,1.99,242,12,4.5,5,4,12+,Games,37,5,1,1
8874,1118239905,53107712,USD,0,0,0,0,0,1.11,4+,Games,38,5,1,1
8875,1118247592,277154816,USD,0,2881,14,4.5,4.5,1.1.9,4+,Games,38,5,1,1
8881,1118353232,95228928,USD,0,163,27,3.5,4,1.0.3,9+,Games,37,5,1,1
8882,1118398079,160331776,USD,4.99,35,2,4,4.5,1.41,4+,Games,37,5,1,1
8883,1118406919,166720512,USD,0,3383,28,4.5,4.5,4.42,4+,Games,40,4,1,1
8885,1118431695,164000768,USD,0,159323,24387,4.5,4.5,2.4,12+,Games,37,5,1,1
8886,1118441024,208455680,USD,0.99,599,68,4.5,4.5,1.3,9+,Games,37,5,18,1
8888,1118494466,9691136,USD,1.99,18,1,4,5,1.0.1,4+,Entertainment,37,4,1,1
8889,1118646945,96621568,USD,0,34,0,4,0,1.1.7,17+,Utilities,37,5,3,1
8890,1118676232,65575936,USD,4.99,78,15,4.5,4.5,1.1.4,12+,Games,40,4,16,1
8892,1118756851,67836928,USD,0,250,14,4.5,3.5,1.0.3,4+,Games,40,2,1,1
8893,1118803687,150807552,USD,0,2861,32,4.5,5,1.4.7,4+,Games,38,5,1,1
8900,1118839901,0,0,0,0,0,1.3,4+,Games,38,4,1,1,,
8902,1118844179,86596608,USD,0,145,145,4.5,4.5,1,4+,Games,40,5,1,1
8904,1118850623,211661824,USD,0,1,1,5,5,1.0.4,9+,Games,40,5,1,1
8907,1118878857,294744064,USD,0,4116,161,4.5,4.5,1.9,12+,Games,38,5,1,1
8911,1118918368,82972672,USD,0,108,108,4,4,1,4+,Games,43,5,1,1
8912,1118999592,145700864,USD,0,29,3,3,3.5,2,9+,Games,37,5,1,1
8913,1119002115,34085888,USD,3.99,9,1,1.5,2,2,17+,Health & Fitness,37,0,1,1
8914,1119003636,56797184,USD,0,238,41,3.5,4,1.3,4+,Utilities,37,0,1,1
8915,1119018463,105992192,USD,0,109,63,3,3,0.9,4+,Games,40,0,1,1
8919,1119051088,19536896,USD,0,0,0,0,0,1.0.0,17+,Entertainment,37,0,1,1
8921,1119058112,49246208,USD,0,0,0,0,0,1.1.8,9+,Games,40,3,2,1
8922,1119061470,17693696,USD,0,0,0,0,0,1.0.0,17+,Entertainment,37,0,1,1
8924,1119074194,55657472,USD,0,10,0,4.5,0,1.7.2,4+,Games,43,5,8,1
8929,1119104329,125467648,USD,2.99,21,21,4.5,4.5,1,4+,Games,40,5,1,1
8930,1119107230,87080960,USD,0.99,0,0,0,0,1.0.1,4+,Utilities,37,0,1,1
8931,1119109028,0,0,0,0,0,1.0.3,4+,Games,38,4,1,1,,
8932,1119132775,58884096,USD,2.99,35,9,3,4,1.1.6,4+,Utilities,25,0,7,1
8935,1119200610,164000768,USD,3.99,1608,249,4.5,4.5,2.4,12+,Games,37,5,1,1
8937,1119322616,112653312,USD,0,2354,821,4.5,4.5,1.09,4+,Games,37,5,7,1
8938,1119351068,304375808,USD,0,2938,102,4.5,5,2.7.2,4+,Games,38,5,1,1
8939,1119358760,99691520,USD,0,1,1,4,4,1.0.2,4+,Games,38,5,1,1
8940,1119370883,78622720,USD,0,93,6,2.5,4,1.5,9+,Games,38,4,1,1
8942,1119424086,110077952,USD,1.99,3,3,3.5,3.5,1,4+,Education,37,5,1,1
8945,1119482395,129079296,USD,2.99,314,82,4.5,4.5,1.2,4+,Education,38,5,18,1
8949,1119514051,70203392,USD,2.99,28,6,5,4.5,2.2.1,9+,News,37,5,2,1
8950,1119569595,76619776,USD,0,1821,104,4.5,4.5,3,12+,Games,38,5,1,1
8951,1119644926,108594176,USD,1.99,87,19,4,4.5,1.0.3,12+,Games,37,5,2,1
8952,1119713595,1537772544,USD,4.99,49,49,4.5,4.5,1,9+,Games,40,5,1,1
8953,1119856566,189709312,USD,0,6426,393,4.5,4.5,1.5.10,9+,Games,38,5,1,1
8961,1120021683,0,0,0,0,0,1.3,12+,Games,38,0,1,1,,
8962,1120034048,117726208,USD,0,838,8,4.5,4.5,2.9.0,4+,Games,38,5,8,1
8965,1120072154,62823424,USD,0,3815,5,4,1,1.4,9+,Games,37,4,1,1
8967,1120181386,85164032,USD,1.99,48,19,4.5,4.5,1.1,4+,Games,40,5,1,1
8968,1120294802,511670272,USD,0,9122,155,4.5,4.5,1.5.0,4+,Games,37,5,1,1
8969,1120339123,1153353728,USD,6.99,83,83,4.5,4.5,1.0.0,9+,Games,37,5,5,1
8970,1120437406,87667712,USD,0,38,38,4,4,1,4+,Games,38,5,1,1
8971,1120463205,0,0,0,0,0,1.0.2,4+,Games,40,4,1,1,,
8972,1120471712,69751808,USD,0,70,1,3.5,2,9,4+,Education,38,5,11,1
8977,1120547622,192231424,USD,3.99,278,52,4.5,4.5,1.2.1,4+,Games,38,5,3,1
8980,1120565231,45024256,USD,0,0,0,0,0,1.0.4,12+,Games,38,0,1,1
8981,1120574666,0.99,0,0,0,0,1.2.20,4+,Games,40,5,1,1,,
8985,1120674971,29841408,USD,0.99,53,1,4.5,5,1.1,4+,Entertainment,37,0,1,1
8987,1120695201,150992896,USD,0,1122,303,4.5,4.5,2,4+,Games,37,5,1,1
8988,1120838254,513771520,USD,3.99,14,7,3.5,3.5,1.0.1,4+,Education,25,5,1,1
8989,1120861209,274795520,USD,4.99,291,96,4.5,4,1.0.8,9+,Games,25,3,1,1
8990,1120936238,116981760,USD,0,1498,79,5,5,1.1.55,4+,Games,38,5,2,1
8991,1120991202,228882432,USD,0,145,20,4,4.5,1.8,9+,Games,38,5,3,1
8996,1121157685,81576960,USD,0,3153,0,5,0,1.2.2,12+,Games,40,5,1,1
8997,1121160975,0,0,0,0,0,1.0.1,12+,Games,40,0,1,1,,
8998,1121172075,0,0,0,0,0,1.0.2,9+,Games,40,0,1,1,,
9002,1121196185,68205568,USD,0,2,2,5,5,1.2,4+,Games,38,5,1,1
9005,1121283620,74806272,USD,0,0,0,0,0,1.2.0,12+,Games,40,5,1,1
9006,1121425007,1031653376,USD,6.99,50,5,3,3.5,1.0.6,9+,Games,24,5,3,1
9007,1121463708,1.99,4553,57,4,3,2,4+,Entertainment,37,5,1,1,,
9010,1121484538,213410816,USD,4.99,35,8,3.5,3,1.1,4+,Games,37,5,4,1
9018,1121545201,252352512,USD,0,22,4,4,5,1.0.2,12+,Games,38,5,5,1
9021,1121590741,38171648,USD,0,12,3,1.5,1,1.0.5,17+,Lifestyle,38,0,2,1
9026,1121659254,0.99,13,0,4.5,0,4.58,12+,Games,40,5,1,1,,
9027,1121685698,111013888,USD,0,56,56,4,4,1,4+,Games,43,5,1,1
9028,1121740066,23908352,USD,0,244,19,3,2.5,1.0.3,4+,Entertainment,37,0,1,1
9030,1121782467,1329823744,USD,4.99,421,51,4,4,1.2,9+,Games,37,5,16,1
9031,1121796149,31382528,USD,0,65,10,3.5,4,5,4+,Photo & Video,25,3,5,1
9036,1121910644,268843008,USD,0,126,126,4,4,1,4+,Games,38,5,1,1
9038,1121943475,56849408,USD,0,165,29,4.5,5,2.4.4.1,4+,Photo & Video,37,0,10,1
9039,1121944763,152740864,USD,15.99,27,12,4.5,4.5,1.92,4+,Education,37,5,17,1
9041,1121963448,578062336,USD,1.99,14,2,5,5,2.1.3,4+,Games,38,5,3,1
9042,1121967198,22735872,USD,0,0,0,0,0,1.1.1,9+,Social Networking,38,0,2,1
9043,1121971067,133175296,USD,0,8905,473,4.5,4.5,1.0.14,4+,Games,38,5,15,1
9044,1121989372,53682176,USD,0,0,0,0,0,1.0.1,17+,Games,38,4,16,1
9050,1122172974,119512064,USD,0,77,68,4,4.5,0.2,4+,Games,40,0,1,1
9052,1122191886,11546624,USD,1.99,11,11,4,4,1,9+,Entertainment,37,4,1,1
